2026-01-19 13:24:30, 0.00,379/3752MB,1%
2026-01-19 13:33:28, 0.00,377/3752MB,1%
2026-03-02 03:09:03,AdithyaGowda,"up 4 minutes",1,0.00,392,3752,10.46,4.0G,1007G,1,eth0,377264,32923
2026-03-04 13:54:57,AdithyaGowda,"up 1 minute",1.2,0.08,409,3752,10.91,4.1G,1007G,1,eth0,11726,5216
